,loan_identifier,nominal_interest_rate,term,purpose,project_description,borrower_identifier,borrower_rating,employment,region,facebook,twitter,paypal,ebay,linkedin,published_at,funded_at,status,amount_requested,amount_funded,issuer_id,fraudulent,address_lat,address_lng,net_income_cents,currency,rates_count,rates_paid,base_currency
700,1M5JVD3QR0,1465,term_6_weeks,investment,"My last loan didn't go over so well, so I am attempting another listing. This is for half the amount of my last loan. This loan will be for six weeks, and will be used to purchase cloud hashing power from GAWMiners. GAWMiners is currently very profitable so I am looking to increase my hashing power as quickly as I can. I have cloud mining power beyond that provided by this loan and BTC savings so I will be able to repay this loan regardless. ",186HPR3EJ0,C,salaried,US,none,none,connected,none,none,2014-09-26 05:58:22 +0200,2014-10-03 00:23:52 +0200,defaulted,120000000,120000000,3209,False,40.713473,-73.944737,614100,USD,1.0,0.0,btc
701,1M5REB3QR3,3332,term_6_months,refinancing,this loan is for building reputation and for trading bitcoin. i will pay it every 10 of month i have plan the loan is for six month but i hope 3 month is enougp for repaid all investment,1KWQW63QH5,F,unemployed,ID,connected,connected,connected,connected,connected,2014-09-26 07:33:47 +0200,,canceled,50000000,3000000,5679,False,-7.045217,108.653296,8000,USD,0.0,0.0,btc
702,1M626K3QRB,1806,term_6_months,working_capital,Small loan required. Love the bitcoin scene and I am an avid supporter in the UK. I work as a sales supervisor for a well known newspaper and all loans are supported by my job and not reliant on anything else . will be paid back in full early,1CAHHX3HJH,D,salaried,GB,connected,none,connected,none,none,2014-09-26 10:20:19 +0200,,canceled,50000000,0,3984,True,51.449873,0.015357,120000,GBP,0.0,0.0,btc
703,1M955Y3QXY,1806,term_6_months,working_capital,"Greetings, I have a printing business and advertising. I have a good reputation in my area. this time I need capital for accepting orders in bulk. My business has been running 3 years and have many customers. I am very interested in bitbond.net that can bring with many investors. invest with me because I give good profit opportunities and investment security. thank you",1HZBBJ3NW9,D,salaried,ID,connected,none,connected,none,none,2014-09-27 14:29:34 +0200,,canceled,100000000,0,5238,False,,,1080000000,IDR,0.0,0.0,btc
704,1MCVN53R2E,1115,term_6_weeks,working_capital,Need short term loan for additional working capital to trade computer components and parts. ,1CJMP53HR6,B,salaried,ID,connected,connected,connected,connected,connected,2014-09-29 00:11:33 +0200,2014-10-11 20:50:25 +0200,fully_paid,110000000,110000000,4033,False,-7.238452,112.734996,350000,USD,1.0,1.0,btc
705,1MCX5T3R2F,1166,term_36_months,investment,"Loan will be used for GAW Miners ZenCloud Genisis Hashlets. I currently have a 7,100Gh/s of SHA Hashlets.  I am looking to add 6Th/s of SHA miners to my cloud farm. This loan will be used to buy 3,000Gh/s and I will be buying the other 3,000Gh/s with my own current mining income. After the addition of the new miners I will be generating a little over .18BTC per day at the current difficulty. More than sufficient income to make payments early.  I have a full time career with a healthy salary. In the event  something unlikely happens that is out of my control, the income from my career is more than enough to cover payments.  I am choosing to add additional hashlets because in addition to them generating bitcoins physically, there is also the new ""HashMarket"" where you can resell purchased hashlets which makes obtaining your Return on Investment very easy (Generally resell value is about 80% of the cost of new).   thank you  ",1GRK9J3MRH,B,salaried,US,connected,connected,connected,connected,connected,2014-09-29 00:37:31 +0200,,canceled,1000000000,6000000,4948,False,36.101031,-79.820668,300000,USD,0.0,0.0,btc
706,1MDKK73R3G,2253,term_60_months,investment,"I am a university-level student, I have 3 machines SHA-256-based mines. I borrowed goal is to buy a new machine. I will pay you with results of my 4 machines mine",1H95J13N5A,E,studying,ID,connected,connected,none,none,connected,2014-09-29 07:00:08 +0200,,expired,120000000,0,5077,False,-7.323949,110.503783,400000000,IDR,0.0,0.0,btc
707,1MG5073R5E,1380,term_6_months,investment,Hello -  I am a heavy investor on btc-e and Bitfinex doing margin investing.  I am looking to increase my  current margin position so am requesting this loan.  All funds will go to my positions on Bitfinex and Btc-e.  I do both long and shorr positions and arbitrage between the 2 platforms.   I have been doing very good and would like to increase my positions to take advantage of the current volatility.,145T7R3CSX,C,salaried,US,connected,none,none,none,connected,2014-09-30 06:09:27 +0200,,expired,200000000,12000000,2640,True,33.580293,-112.014532,420000,USD,0.0,0.0,btc
708,1MGKGY3R5N,2564,term_12_months,investment,"I started trading in Bitcoin about a year ago and I have gained the reputation of a Pro Trader in most of my online trading accounts.  I need the loan to boost my investments especially on the equipments side. I would like to get an extra stable computer to double my total bitcoin output from mining and faucets collection. For the past one month, I have managed to get 0.005. If I can invest more and double this, I will repay the loan before the date indicated.  As an assurance, I am a full time trader at: https://localbitcoins.com/accounts/profile/zamy/  And: https://bitlendingclub.com  I have invested enough to pay the loan within the shortest time possible especially from my other bitcoin savings. Check one of my Bitcoin Address here:  https://blockchain.info/address/1HE1FfYvNaNC22yV62EGgVfG3uripTXj2U   I can answer any of the investors questions directly through my personal email address at:   zaccriithi@gmail.com ",1HPZMK3NM5,E,self_employed,KE,connected,connected,connected,connected,connected,2014-09-30 10:17:18 +0200,,expired,100000000,0,5192,False,-1.294718,36.887131,10000,USD,0.0,0.0,btc
709,1MGRAX3R5T,1069,term_12_months,working_capital,"I am currently working on a physical Bitcoin system, based on a highly secured paper notes, infused with NFC (fiber tubes) and de-centralized cold storage. I am planning on raising capital for this project on Kickstarter in mid October and need the current capital to produce the POC notes. currently, I am working with a small team to set up the website for purchasing the notes and an API to validate the notes. Since the notes will not include the private keys, the Bitcoins will be safe (and additionally insured by a well known insurance company). Each note will have 3 offline security measures and 2 online measures (verify note validity). the cold-storage will be set up from both cold and paper wallets, located in separated locations (Bank safes). We are planning to start marketing in 2015Q1, first on a small scale (invitation only) and then public on 2015Q2. As I mentioned the current bond will be used to back the POC notes it will be placed on the de-centralized cold-storage",137Q203CCT,B,salaried,IL,connected,connected,connected,none,connected,2014-09-30 11:39:25 +0200,,expired,500000000,3000000,2453,False,32.067319,34.781028,1350000,ILS,0.0,0.0,btc
710,1MGYC13R60,1380,term_6_months,working_capital,"Dear User, this is my second Loan on Bitbond; this loan is for trading and invest to my pastry. I'm a pastry cook strong about 10 years experience. I diversified my working capital to be stronger and it work better and better. thanks for your interest. you can join me @ Skorpion2121@hotmail.fr",1A74R23G29,C,salaried,FR,none,none,connected,none,none,2014-09-30 13:22:25 +0200,2014-10-14 18:01:38 +0200,defaulted,180000000,67000000,3593,False,47.015843,4.845077,120000,EUR,6.0,1.0,btc
711,1MH11S3R65,2792,term_6_weeks,working_capital,"Trust loan/Working capital for my localbitcoins account. https://localbitcoins.com/accounts/profile/kevin228/ I've been selling bitcoins on localbitcoins for about 3 months now and I have been trading bitcoins for about 5 months. I have about 2,500GHS with cex.io, pbmining, and bitcoincloudservices that can be used to pay off the loan if for some reason my localbitcoins account doesn't profit, which is highly unlikely. Also, I have a job and am making steady income if something should also happen to my cloud mining contracts.",18YS9R3F1N,E,self_employed,US,connected,connected,connected,none,connected,2014-09-30 14:08:10 +0200,2014-10-09 22:40:30 +0200,fully_paid,50000000,50000000,3326,False,37.729925,-122.41921,355100,USD,1.0,1.0,btc
712,1MHK3N3R72,2564,term_12_months,renovation,"Upon purchase of new property, funds are needed for acceptable living environment ",1KZ9M43QKC,E,self_employed,US,none,none,connected,none,none,2014-09-30 19:16:22 +0200,,expired,1200000000,1000000,5700,False,43.7807,-88.441767,250000,USD,0.0,0.0,btc
713,1MJ1XF3R8W,1465,term_6_weeks,working_capital,Hi. I am looking for a total amount of 0.5 Bitcoin to be repaid over a 6 week period. The loan will be used for reputation purposes and will be paid back as early as possible.  Thanks  Chris,1KH5NM3Q9V,C,salaried,GB,connected,connected,connected,connected,connected,2014-09-30 23:29:03 +0200,2014-10-09 08:14:31 +0200,fully_paid,50000000,50000000,5607,False,52.97943,-1.994479,90000,GBP,1.0,1.0,btc
714,1MKZ2W3RF9,1465,term_6_weeks,investment,"Dear Investor I would like to Build the Trust & Rating for BITBOND I do Honest and Responsible for every peny that you invest to me.   Right now I have setup fgxpress.web.id that I want to be no 1 in Google rating for fgxpress indonesia website search term now still in 17 not too bad for 8 days working on web site  SEO. Indonesian don't know english I have setup bitcoinku.net to help them out I just setup it yesterday and will be up and running by next 1 weeks. And I will have BITBOND also in my bitcoinku.net by next 3 weeks. I hope there will be Angels Investor That would Help and Invest on me after I get my Credit Rating Up And you can see I always pay on time and never late, it's back up with my own salary. So you can feel safe. I want to stay long enough here, so I will never run away from my loan. Thank you for your Help in advanced and Please Please give me your reference PLEASE RATE ME TOO Regards, A Eko K",1MCPC93R2B,C,salaried,ID,connected,connected,connected,connected,connected,2014-10-01 16:53:00 +0200,2014-10-05 19:02:21 +0200,fully_paid,20000000,20000000,5794,False,,,800000000,IDR,1.0,1.0,btc
715,1MM39F3RG0,844,term_36_months,investment,"This loan is to fund purchase of a new car as I sadly had to say goodbye to mine due  to a tragic engine failure and main gasket failure (it was getting old anyway)  I have about £2000 but need another £1000 to get me on the road before the end of next week (I can work from home until then) but then I need to drive in and I cant bet bus/train its in the middle of nowhere.  Please help me stay on the road and keep my good job!  I can repay the loan easily from my wages each month and when I get a bonus (usually 3 times a year,  due in the next couple of months, I will be able to pay it off in full)  Thank you",18XG1J3F09,A,salaried,GB,none,none,none,none,none,2014-10-01 18:04:48 +0200,2014-10-16 00:01:07 +0200,defaulted,500000000,255000000,3315,False,51.550958,-1.785773,201400,GBP,36.0,1.0,btc
716,1MPB1R3RJ9,2108,term_36_months,renovation,"Trying to move house, deposit needed . ",1CAHHX3HJH,D,salaried,GB,connected,none,connected,none,none,2014-10-02 14:29:28 +0200,,canceled,400000000,0,3984,True,51.449873,0.015357,120000,GBP,0.0,0.0,btc
717,1MPYX73RJN,1947,term_12_months,working_capital,trust building loan. Would like to continue to expand my mining farm and invest a little back,1CAHHX3HJH,D,salaried,GB,connected,none,connected,none,none,2014-10-02 20:08:23 +0200,,canceled,120000000,0,3984,True,51.449873,0.015357,120000,GBP,0.0,0.0,btc
718,1MQ0RW3RJP,1029,term_6_months,investment,"Hello. I am requesting this to invest in a new coin, an asset backed coin (using hashlets). There will be profit from day one once ICO is over so repayment will be from the profit sharing. If ICO fails then all repaid as an exchange is holding the ICO for the coin. Thank you.",1FGWHP3KM7,B,salaried,US,connected,none,connected,none,connected,2014-10-02 20:40:12 +0200,,canceled,300000000,0,4596,False,40.088233,-76.276765,266800,USD,0.0,0.0,btc
719,1MREHC3RKX,2253,term_60_months,working_capital,"tools for my car restoration shop.  I run a shop repairs cars and I need to equip it .  Its just the basics that I need. Extra tool boxes and the like. I live in Midrand , South Africa and the restoration and customization of cars is becoming popular because of shows like Fast and Loud and West Coast Customs. I have taken the leap to start my own garage that will hopefully grow into that level and pedigree as these world famous garages.",1JSVQE3PQF,E,salaried,ZW,none,connected,connected,none,connected,2014-10-03 09:41:16 +0200,,canceled,590000000,0,5434,False,-25.95498,28.11498,5000000,ZAR,0.0,0.0,btc
720,1MSD7H3RMJ,2108,term_36_months,consumption,"My name is Joe and I am currently teaching English in Brazil right now.  I am an Eagle Scout and a college graduate from Norwich University.  I need to pay for the transportation of my vehicle (Datsun 280z) from California to Virginia.  I have a part time job and I am going to be a student soon too.  I can definitely pay the loan back in 36 months, a lot sooner is most likely.  With the money from my part time job, I can repay $100 per month.  That comes out to around 17 months, on current Bitcoin rates.  With interest, I know I can keep it 20 months or sooner for repayment.  My email is alicanto77@yahoo.com in case of questions.  Thank you.  ",1MMEH63RG8,D,studying,US,connected,connected,connected,connected,connected,2014-10-03 18:25:06 +0200,,expired,480000000,0,5843,False,38.534324,-122.808062,55000,USD,0.0,0.0,btc
721,1MT0483RN2,1465,term_6_weeks,investment,"This will be used for short term investments, as well as to help me build reputation here.  Thank you for your consideration.",1GMD453MJM,C,salaried,US,connected,connected,connected,connected,connected,2014-10-03 23:47:36 +0200,2014-10-05 18:54:15 +0200,fully_paid,30000000,30000000,4885,False,38.996534,-84.622628,80000,USD,1.0,1.0,btc
722,1MVGCZ3RNS,2836,term_36_months,other,"dear investors  I want to borrow btc to sell pesticide products, because now the farmers have started spraying for their rice fields, and I guarantee pesticide sales business is very profitable because farmers now have a modern, always use perstisida to increase crop yields ... pesticide products will I sell not only from the local course but also an international brand products will I sell, such as Syngenta, DuPont, Bayer, and others. when there is capital, I could sell at least 10 boxes of the product in one day, and if the use of crowded situation, then in one day can reach 50 Boxes products can I sell,,,, I hope the information I provide helpful for investors to start investing in agriculture, especially in the sale of pesticides,,,,,",1MFMT03R57,F,salaried,ID,connected,none,none,none,none,2014-10-04 13:31:28 +0200,,canceled,280000000,0,5815,True,-6.31089,107.988358,400000000,IDR,0.0,0.0,btc
723,1MVJ453RNX,4048,term_6_weeks,investment,first my loan build rep and trading at cex.io  thanks for support,1MFMT03R57,F,salaried,ID,connected,none,none,none,none,2014-10-04 14:00:53 +0200,,canceled,10000000,0,5815,True,-6.31089,107.988358,400000000,IDR,0.0,0.0,btc
724,1MWY2Z3RPP,4048,term_6_weeks,investment,"Fast Payment, term 14 days loan for trading and build my rep",1MFMT03R57,F,salaried,ID,connected,none,none,none,none,2014-10-05 02:31:11 +0200,2014-10-05 19:00:27 +0200,charged_off,10000000,10000000,5815,True,-6.31089,107.988358,400000000,IDR,1.0,0.0,btc
725,1MX3JJ3RPT,1947,term_12_months,working_capital,"Saya membutuhkan modal untuk bisnis percetakan , saya sudah mengeluti bisnis in 3 tahun dan memiliki reputasi baik . Saat ini banyak order dan membutuhkan tambahan modal. Saya berharap investor mau berkerjasama dan saya akan memberikan keuntungan yang menarik serta jaminan keamanan investasi. Terimakasih ",1HZBBJ3NW9,D,salaried,ID,connected,none,connected,none,none,2014-10-05 04:04:50 +0200,,expired,100000000,0,5238,False,,,1080000000,IDR,0.0,0.0,btc
726,1MXWHR3RQF,1453,term_12_months,working_capital,this is loan for upgrading my small buisniess of smartphone repair shop  i nead to buy some software for decoding and unlocking phones and hardware lcd separator 2/3 are my funds and i will try to get hear 1/3 of funds. thank you wery much.,1JMXS03PK0,C,salaried,HR,connected,none,connected,connected,connected,2014-10-05 11:11:05 +0200,,canceled,250000000,0,5408,False,43.584551,15.927135,550000,HRK,0.0,0.0,btc
727,1MXXAE3RQG,1453,term_12_months,investment,Loan for expanding my mining eqip i have 6 antminer s3 and 1 S1 and 2 more S3+ are ordered and will be soon hear. i have order 2 L1 miner and i have cloud hash 1300 ghsh at hashnest.com from BITMAIN and 670 ghsh at CEX.io. IMPORTANT i have no electricyti bills for my miners all are runing free so my ROI is 50% bigger. i have regular Fiat job and monthly paycheck of about 1500 $ and some other income from my small smartphone repair shop and my apartments renting. my plan is to repay this in 2 month but there are no such option hear so i have put their sugestion. Thank you wery much.,1JMXS03PK0,C,salaried,HR,connected,none,connected,connected,connected,2014-10-05 11:24:14 +0200,,canceled,250000000,0,5408,False,43.584551,15.927135,550000,HRK,0.0,0.0,btc
728,1MYR043RRH,1380,term_6_months,other,reputation loan paid after activation,1JMXS03PK0,C,salaried,HR,connected,none,connected,connected,connected,2014-10-05 18:59:32 +0200,,canceled,30000000,0,5408,False,43.584551,15.927135,550000,HRK,0.0,0.0,btc
729,1MZ0WG3RRY,1806,term_6_months,investment,small trust building loan. Would like to continue to expand my mining farm and invest a little back,1CAHHX3HJH,D,salaried,GB,connected,none,connected,none,none,2014-10-05 21:31:12 +0200,,expired,70000000,0,3984,True,51.449873,0.015357,120000,GBP,0.0,0.0,btc
730,1N0QHV3RSZ,1380,term_6_months,investment,Loan for expanding my mining eqip i have 6 antminer s3 and 1 S1 and 2 more S3+ are ordered and will be soon hear. i have order 2 L1 miner and i have cloud hash 1300 ghsh at hashnest.com from BITMAIN and 670 ghsh at CEX.io. IMPORTANT i have no electricyti bills for my miners all are runing free so my ROI is 50% bigger. i have regular Fiat job and monthly paycheck of about 1500 $ and some other income from my small smartphone repair shop and my apartments renting. my plan is to repay this in 2 month but there are no such option hear so i have put their sugestion. Thank you wery much.,1JMXS03PK0,C,salaried,HR,connected,none,connected,connected,connected,2014-10-06 13:04:11 +0200,,canceled,150000000,13000000,5408,False,43.584551,15.927135,550000,HRK,0.0,0.0,btc
731,1N0RZX3RT1,1633,term_60_months,investment,"I am a well established entrepreneur who has established licensing rights to a premier cyber-security platform targeted to Global Banks and Insurance Companies. Thus far, I have financed the marketing and sales of this license out of personal funds and I have had reasonable success. However, with the 72 Million household breach of JP Morgan Chase, the market is perfect to sell into these organizations.  The product itself is sold to enterprises and to their consumers and the funds are needed to increase sales and marketing efforts through on-site meeting, online campaign and direct marketing.  While the listing says 60 months, my objective is to repay the loan from increased sales and to keep 20 BTC in reserve to ensure the first several payments..",1MJVFE3RAY,C,self_employed,US,none,none,connected,none,connected,2014-10-06 13:28:45 +0200,,canceled,17000000000,1000000,5834,False,42.579804,-70.985879,530000,USD,0.0,0.0,btc
732,1N38SZ3RXW,1115,term_6_weeks,investment,Small loan to boost rating. I will use this to buy some extra mining power. I can easily pay this back from my monthly salary should anything goes wrong. ,1H79ED3N41,B,salaried,GB,connected,none,connected,connected,connected,2014-10-07 12:10:56 +0200,2014-10-08 20:51:41 +0200,fully_paid,30000000,30000000,5068,False,51.510015,-0.015411,200000,GBP,1.0,1.0,btc
733,1N3GB53RY2,1465,term_6_weeks,other,"i am currently seeking a loan for another power supply and a few other pieces for my miner.  the total cost is going to be 236$ but i have the rest of the money, i am just short 75$.  i will make the payments on the 1st of the month until paid.  i am using an ANT miner S2. i sell bitcoin mining contracts and all of a sudden the power supply burns out on me -.-  help??",1K0B3N3PX6,C,salaried,US,connected,none,none,none,none,2014-10-07 14:19:33 +0200,2014-10-12 00:56:19 +0200,charged_off,20000000,20000000,5485,True,40.406035,-91.378586,105000,USD,1.0,0.0,btc
734,1N3W1B3RYQ,2458,term_6_months,investment,This is a loan for increase hash power in cloud mining.  I will pay this loan off early from mining and salary if necessary.  I have enough in reserves to cover this loan.  I would like to build my reputation.,1MGMP13R5P,E,salaried,RS,connected,connected,connected,connected,connected,2014-10-07 17:39:08 +0200,,canceled,160000000,0,5817,False,44.7443,20.420193,8000000,RSD,0.0,0.0,btc
735,1N3X6H3RYR,1115,term_6_weeks,investment,Loan will be used for trading and short term investments. The loan will be paid back early.,1GRK9J3MRH,B,salaried,US,connected,connected,connected,connected,connected,2014-10-07 17:58:57 +0200,2014-10-09 23:38:40 +0200,fully_paid,100000000,100000000,4948,False,36.101031,-79.820668,300000,USD,1.0,1.0,btc
736,1N525C3S1K,1994,term_6_weeks,investment,"This is a reputable loan, payment will be instant",1K75SA3Q1A,D,self_employed,BR,connected,connected,connected,connected,connected,2014-10-08 04:29:48 +0200,,canceled,10000000,0,5532,False,-25.443494,-49.056411,150000,BRL,0.0,0.0,btc
737,1N52EH3S1M,1994,term_6_weeks,investment,"This is a reputation loan, the payment is instant, reaching 100% funded active and I immediately paid.",1K75SA3Q1A,D,self_employed,BR,connected,connected,connected,connected,connected,2014-10-08 04:34:41 +0200,2014-10-08 13:12:22 +0200,fully_paid,10000000,10000000,5532,False,-25.443494,-49.056411,150000,BRL,1.0,1.0,btc
738,1N54EM3S1Q,2108,term_36_months,renovation,Need urgent for continue renovation my house. I have a plan the loan is for 36 months but i hope 24 months is enough to paid all investment,1HFRTA3NAN,D,salaried,ID,connected,connected,connected,connected,none,2014-10-08 05:08:52 +0200,,expired,230000000,0,5128,False,-6.216204,106.963525,450000000,IDR,0.0,0.0,btc
739,1N6K383S41,1453,term_12_months,investment,"I already applied for capital from Bitbond for a mobile-payments platform I'm doing in Kenya. I managed to raise 1.1 BTC with which my company Funtrench Limited was able to develop a cryptocurrency, its block explorer and paper wallets generator. We have also done the mobile app.  My repayment record so far has no overdue payments and will be done in December. Currently I need a loan to launch the exchange component of the project, allowing Kenyans to buy coins easily through their mobile phones, and exchange coins for cash (mobile money). This will make remittances a breeze and independent of service provider.   The pilot is due to run in January with a local micro-finance bank.",RS9VN34N6,C,self_employed,KE,none,none,connected,none,none,2014-10-08 18:24:56 +0200,,expired,400000000,88000000,389,False,-1.303468,36.774764,12000000,KES,0.0,0.0,btc
740,1N719F3S4K,3319,term_12_months,investment,"this loan is need for back up my balance  i have an account in vip.bitcoin.co.id,hash profit and some account in paid to click site.  from those site i have earned 0.05++ btc daily,  i think Bitcoin will grow up in the future so i want to stock my BTC that i can trade with safely and profitable. i will repay my loan weekly and For my project, I offer 5%interest, next project (after this loan), I will offer 8%, the third offer is 10%-15%   I have plan for a long term of partnership and it will increase rete continuisly,  Thanks for view my offer and investing .",1KWQW63QH5,F,unemployed,ID,connected,connected,connected,connected,connected,2014-10-08 22:27:11 +0200,,expired,100000000,0,5679,False,-7.045217,108.653296,8000,USD,0.0,0.0,btc
741,1NADAD3S7A,1380,term_6_months,other,I have an account in the genesis of mining and cex.io. I applied for a loan is to increase my hash power mining. Thank you.,1MMB3S3RG6,C,salaried,ID,connected,none,none,none,none,2014-10-10 05:10:54 +0200,,canceled,100000000,0,5842,True,-6.221791,106.891523,1042031600,IDR,0.0,0.0,btc
742,1NB73C3S83,2564,term_12_months,investment,Hello. I need 1.5 BTC for investing in a small personal business. Payment will be maded on term never late. This loan is backed by my employee monthly income and by business profit. Thank you.,1MCNQS3R27,E,salaried,RO,connected,none,connected,none,connected,2014-10-10 12:30:53 +0200,,canceled,150000000,0,5793,True,44.429451,26.011088,200000,RON,0.0,0.0,btc
743,1NBAH63S88,1029,term_6_months,working_capital,"looking 1.5BTC for liquidity purposes and short term investments to take advantage of the current BTC price swing.   Loan will be paid back in less than 6 weeks but I had to choose a 6 month term because BitBond did not allow a high enough maximum loan amount on the 6 week term.   I aim to pay this loan off within the first 3-5 weeks, maybe 6 weeks would be worst case scenario.  If you have any questions, please fee free to find me on hashtalk under the username DrCharles. I have a good reputation in the community and I do not take loans that I cannot support. I work full time and have a healthy salary so in the event someone terrible happens to Bitcoin or the price then I can cover all debts with no issue.  Thank you",1GRK9J3MRH,B,salaried,US,connected,connected,connected,connected,connected,2014-10-10 13:29:26 +0200,2014-10-12 02:53:40 +0200,fully_paid,150000000,150000000,4948,False,36.101031,-79.820668,300000,USD,6.0,6.0,btc
744,1NBCSD3S8G,1465,term_6_weeks,working_capital,I am establishing a cyber security testing practice and need to acquire some software and equipment for an upcoming opportunity.  The job itself will pay well in excess of the loan and this is simply to help me setup the services that I need.  ,1MJVFE3RAY,C,self_employed,US,none,none,connected,none,connected,2014-10-10 14:07:57 +0200,,expired,300000000,0,5834,False,42.579804,-70.985879,530000,USD,0.0,0.0,btc
745,1NBH3M3S8M,3319,term_12_months,working_capital,"I am the Founder of bitcloudassurance.com We are building a bitcoin insurance product for bitcoin investors.We still in early stage and we are trying to raise some bitcoin starting with this loan.  This loan will go towards registering ourcloud  bitcoin insurance business and a portion towards building our platform.It will be repaid on time.To reward you for supporting us,investors on this  loan will feature permanently on our webpage and the 1st bitcoin insurance policy will be availed to you for review.   Kindly show confidence by supporting my loan in the shortest period possible.Am ready for take off  Thanks.",1HZ7YC3NW4,F,salaried,KE,connected,connected,connected,connected,connected,2014-10-10 15:21:40 +0200,,expired,100000000,0,5237,False,,,11200000,KES,0.0,0.0,btc
746,1ND1HX3S9E,1380,term_6_months,other,Building reputation,1MMB3S3RG6,C,salaried,ID,connected,none,none,none,none,2014-10-11 05:08:29 +0200,2014-10-17 14:14:58 +0200,charged_off,30000000,30000000,5842,True,-6.221791,106.891523,1042031600,IDR,6.0,0.0,btc
747,1NE6723S9X,1029,term_6_months,other,"Hi,  I am looking to buy some qASIC LTCGear Shares (at a discount), the ROI on this will be around 8 weeks, I am hoping to have the loan paid off within the 6 months timeframe.  I am unable to set the rate to 10% here - however - thats the amount I have fixed that I can easily return on  I am currently mining in various places and have a relatively decent amount coming in, this is to supplement that, I am a firm believer in the CyrptoCurrency ethos and dont mind others making money from me - after all they are helping me out.  The income from this would be 2.5056btc/month so the income is there from the mining to support it.  For those that are worried I may be stretching myself, I have recently gained a raise at work and my income is actually more than it is stated here.  Thanks  John",1GNRC33MN0,B,salaried,GB,none,connected,connected,connected,connected,2014-10-11 15:34:10 +0200,,expired,600000000,3000000,4916,False,51.303787,-1.116983,250000,GBP,0.0,0.0,btc
748,1NFM643SC2,1380,term_6_months,other,I am a freelancer at oDesk Company. I have a regular works and clients at odesk. Our payday is every Wednesday in a week. I can provide you the proof of income of my work at odesk. I also have the certificate of earnings to show. I need to buy a new computer set for my work. Though I save my extra income to buy a new set of computer but my money are not yet enough. So I decided to lend some bitcoins here to trade at localbitcoins site. I have a good track record and I know how to pay my debts.,1C382P3HBK,C,self_employed,PH,connected,connected,connected,connected,connected,2014-10-12 04:38:44 +0200,2014-10-12 11:50:41 +0200,charged_off,50000000,50000000,3944,True,8.212857,124.255673,2500000,PHP,6.0,0.0,btc
749,1NFZ313SC8,1465,term_6_weeks,investment," This loan will be for six weeks, and will be used to purchase cloud hashing power from GAWMiners. GAWMiners is currently very profitable so I am looking to increase my hashing power as quickly as I can. I have cloud mining power beyond that provided by this loan and BTC savings so I will be able to repay this loan regardless. This is for the same purpose as my last loan (hence the same description). I am also hoping to increase my trust score with Bitbond by showing that I can reliably pay back loans. ",186HPR3EJ0,C,salaried,US,none,none,connected,none,none,2014-10-12 07:44:49 +0200,2014-10-12 11:35:46 +0200,defaulted,70000000,70000000,3209,False,40.713473,-73.944737,614100,USD,1.0,0.0,btc
750,1NGV4B3SDH,2071,term_60_months,renovation,"About me , Owner of LAZ fashion showroom (2008- ) , Owner of AVK September PC (2014- ) , Villa specialist/Sales Agent at Althea Luxury Villas(2004-) . Income: Steady increase over the months.On Aug 2 i established my company AVK September PC (September Fashion Agency)  Main business activity: Shopping & Retail , Clothing Supply & Distribution , Brand Agents. SFA is an upscale mens/women clothing boutique that will open on April 2015. Upper Floor: Wholesale/Distribution/Brands , Lower Floor : Boutique. A detailed project plan has been created and all tasks  are on schedule.Request funding for  Construction/Store design/orders.Start up costs are estimated at 32.700 Euro which i will inject 42% . SFA looks to bring in annual sale over  200.000 Euro with an operating margin of 25% . Will repay the loan within one year. website: www.lazshowroom.com E-mail: vasiliskvls@gmail.com - info@lazshowroom.com",1KWXDZ3QH8,D,self_employed,GR,connected,connected,connected,connected,none,2014-10-12 15:43:23 +0200,,canceled,5500000000,0,5680,False,37.977133,23.729875,678000,EUR,0.0,0.0,btc
751,1NH02C3SDK,1947,term_12_months,investment,"About me , Owner of LAZ fashion showroom (2008- ) , Owner of AVK September PC (2014- ) , Villa specialist/Sales Agent at Althea Luxury Villas(2004-) .Income: Steady increase over the months. More details can be disclosed via e-mail or messaging for interested parties.On Aug 2 i established my company AVK September PC (September Fashion Agency).Main business activity: Shopping & Retail , Clothing Supply & Distribution , Brand Agents.SFA is an upscale mens/women clothing boutique that will open on April 2015. Upper Floor: Wholesale/Distribution/Brands , Lower Floor : Boutique. Start up costs are estimated at 32.700 Euro .SFA looks to bring in annual sale over  200.000 Euro with an operating margin of 25% .I am requesting a loan of 11 BTC as a deposit for the construction company/interior designer/start up costs. Please feel free to contact me should you need any further information. vasiliskvls@gmail.com/info@lazshowroom.com",1KWXDZ3QH8,D,self_employed,GR,connected,connected,connected,connected,none,2014-10-12 17:07:41 +0200,,canceled,1100000000,0,5680,False,37.977133,23.729875,678000,EUR,0.0,0.0,btc
752,1NK0XM3SEN,1583,term_36_months,investment,"I'm looking at diversifying my portfolio. The funds will be invested in ltcgear.com shares, which at a current rates (calculated using ltcgearcalc.com) will allow me to repay the loan in approximately 8 weeks.   2.4BTC is approximately $1037 AUD at current rates (13 Oct). One unit of http://ltcgear.com/product/asic-share-1k6x/ is approximately $975 with the discount (coupon and -8% discount for payment in bitcoin).   Any additional profit/leftover investment will be used on further investments here at BitBond. Eventually, I hope to have enough venture capital to start my own small business, which will be based on a mobile app platform. The website for that is www.exershibe.com.",1NFK5G3SBZ,C,studying,AU,none,connected,connected,connected,connected,2014-10-13 11:34:29 +0200,,canceled,240000000,0,6023,False,-31.997613,115.762944,41600,AUD,0.0,0.0,btc
